Frequency_GHz,Dielectric_Constant,Height_mm,Loss_Tangent,Copper_Thickness_mm,Patch_Width_mm,Patch_Length_mm,Ground_Width_mm,Ground_Length_mm
7.7005597380646345,7.374875958304677,1.201375265847463,0.0021622662216657937,0.017,9.519075488900468,6.808156289833504,16.72732708398524,14.016407884918282
2.639164427434773,5.0348076576520135,2.1212883656740837,0.007661044943515601,0.035,32.71960798049186,24.791933615300678,45.44733817453636,37.51966380934518
6.137795360789574,6.4373474808898274,1.0030462649393406,0.0038523322586547244,0.017,12.673157024649269,9.391808746524173,18.691434614285313,15.410086336160218
9.389461119760448,8.135596910912032,1.0565890291676898,0.009780948485832655,0.017,7.4747577898002975,5.271997226609737,13.814291964806436,11.611531401615876
1.1958250502235543,9.729578184480301,1.6266289932264377,0.01314500557482423,0.035,54.15608805516675,40.163384929405964,63.91586201452537,49.92315888876459
3.120402269142943,5.614399760144803,2.8532894676450384,0.029948364227405468,0.07,26.433243231617254,19.375218110419326,43.55298003748749,36.49495491628955
7.195887285071631,6.934115317959186,2.232509289063755,0.02020104187393567,0.017,10.465805289129744,7.021293078780157,23.86086102351227,20.41634881316269
9.852468885381452,4.356687907169885,2.06611673216511,0.0011210919208888407,0.035,9.302785618471122,6.285290815802659,21.69948601146178,18.681991208793317
4.903517229176874,2.595625388334401,3.1023576297219027,0.014854221650914969,0.07,22.814519799161996,17.172129371928403,41.42866557749341,35.78627515025982
3.142288717104636,4.072179612882984,3.07046345971355,0.005390818223406028,0.035,29.97525310053945,22.47560487536019,48.39803385882075,40.89838563364149
7.053462923714086,5.747003080305996,1.325049837253651,0.02089407617672227,0.07,11.578396420649032,8.439213962776902,19.52869544417094,16.389512986298808
4.588953286429657,2.806169611761611,2.9570316725209986,0.020704148020346716,0.07,23.694554703262035,17.91484955541446,41.43674473838803,35.65703959054045
3.13770999079221,7.229531280283907,2.145994943106282,0.012671404325591381,0.017,23.567087060694952,17.25033673374605,36.443056719332645,30.12630639238374
3.2735258402127716,8.577269199862723,2.1243695147036012,0.027921681570120677,0.07,20.93966049705817,15.127922631023957,33.685877585279776,27.874139719245566
3.0371918833394913,3.3085895136490553,2.1364495899614697,0.005998909201455609,0.07,33.64855868619697,26.354021533235457,46.467256225965784,39.17271907300428
3.9784625556755144,7.637303728617153,2.722683876746525,0.026756157848370554,0.035,18.14269861158948,12.744663078856417,34.47880187206863,29.080766339335568
1.5603007082913471,8.911219927158871,3.0618707050009144,0.003823037956720514,0.07,43.18514624797351,31.672662614004075,61.556370477978994,50.043886844009556
9.506561424320923,3.7550651132377686,1.9549931186793155,0.019280906130509777,0.07,10.233037463677404,7.156711507025638,21.9629961757533,18.88667021910153
8.74074074554699,10.01406189030944,1.586150044661478,0.005648757814876793,0.07,7.312809524309199,4.849075576119594,16.829709792278067,14.365975844088462
7.790659151649736,4.092889674853592,1.0187880077109868,0.025759659025496814,0.035,12.065627651097568,9.16014994249074,18.178355697363486,15.272877988756662
7.548266176071026,6.096023201797793,2.5728004702697485,0.019679605818027926,0.017,10.54997758937486,6.920118933147666,25.98678041099335,22.35692175476616
4.397552425379095,8.104459652829398,1.7075724713839882,0.019483116998034698,0.035,15.987043014587952,11.537039611248725,26.23247784289188,21.782474439552654
4.1206291528135495,5.5495094012259045,1.2242420724126735,0.014975257154144436,0.07,20.11584780768991,15.180644976251426,27.46130024216595,22.526097410727466
1.0404351287862228,2.3467440915657782,1.5702693499639615,0.007752754962499471,0.07,111.44998057431417,93.50697929692896,120.87159667409794,102.92859539671272
4.075535078008519,3.034889504866067,1.3034651808680184,0.01210818082997312,0.07,25.912290173534345,20.639577025891043,33.73308125874246,28.46036811109915
6.232782483145792,3.43710511705489,2.0172830467566545,0.02945857332663611,0.017,16.157509776159014,12.039031599932756,28.26120805669894,24.142729880472682
5.866061633809577,4.144793241857612,2.8986299348145153,0.025655050714780542,0.07,15.943206532837012,11.192248471916301,33.3349861417241,28.58402808080339
7.664582877848525,6.595630672690966,1.454721481881851,0.020355897404885505,0.07,10.042360612168649,7.119331967177176,18.770689503459753,15.847660858468283
7.675522715166388,8.874588191334595,2.4187828583771873,0.017913174843754,0.07,8.79505984960535,5.5736069577905765,23.307756999868474,20.0863041080537
3.032997586911966,3.7305930372307223,2.2691337315277247,0.004531057172400817,0.017,32.157064592422124,24.81448418711659,45.771866981588474,38.42928657628294
8.592082702106074,9.346477718830457,1.022273208755127,0.01856907817424643,0.017,7.675586049456974,5.419516250640176,13.809225301987734,11.553155503170938
9.041553149547394,10.136026496791429,1.6463425283923105,0.0022888732869702152,0.07,7.030692270052045,4.597720454325294,16.908747440405907,14.475775624679157
3.540151501205761,2.338702503073965,2.524059443435524,0.025302781699147295,0.035,32.79408722158788,26.295710573696777,47.93844388220103,41.44006723430992
5.265999570777567,3.0278755235020753,2.677802624549743,0.01308219785629934,0.035,20.071850664057745,14.97540511901255,36.1386664113562,31.042220866311006
7.635716970415885,7.937361351988541,2.0993322378534423,0.00456641394583793,0.035,9.292910958335217,6.149138108862874,21.88890438545587,18.745131535983525
7.669326629368453,8.442920580204245,1.3372198584258834,0.027120904291452284,0.07,9.001105541439982,6.308927950608784,17.024424691995282,14.332247101164088
5.800344205565211,7.844490062409473,2.188916697161675,0.017804694630678845,0.035,12.297479050670951,8.454259006067636,25.430979233641,21.587759189037687
4.520282651416926,8.462320953669604,1.2215949074199655,0.001664116827341476,0.017,15.25604030997507,11.160645340757933,22.58560975449486,18.490214785277725
3.6739724832832508,9.807738852034497,2.9076923571911166,0.0017753018124435616,0.07,17.56317127175526,12.109848275446925,35.00932541490195,29.55600241859362
5.380823682787662,6.392070855719384,2.275996849709191,0.027871247801935357,0.07,14.500214771649373,10.1996456211884,28.156195869904522,23.855626719443553
9.834518453358177,8.060836960517864,2.760941494110573,0.027040483360652682,0.07,7.165871225480041,4.115391595733241,23.73152019014348,20.681040560396678
2.3979019661845284,5.965375877420582,2.7327116130990956,0.004018560845051146,0.017,33.51988765094289,24.905923665524007,49.91615732953746,41.302193344118585
2.699692414737596,9.967630951217007,0.8192006288850497,0.02297538766774586,0.017,23.72660260354156,17.560609637163413,28.641806376851857,22.475813410473712
9.559815576405834,9.530755533858603,1.624244969766099,0.005223008518608348,0.07,6.837966633136797,4.464769922630084,16.58343645173339,14.210239741226676
7.30174699428833,7.783806977809237,1.4135899291668208,0.025813581813185493,0.07,9.802527841749436,6.910344155224816,18.28406741675036,15.391883730225741
6.927389506701176,9.518029423929363,2.0099135676458264,0.010983676355159407,0.017,9.442118764621043,6.287534471989144,21.501600170496,18.347015877864102
3.7694356167382073,3.0954610169355083,0.9363875385847757,0.023484485514143564,0.035,27.808561813890023,22.32386196483717,33.42688704539868,27.942187196345827
5.256354212455296,7.669260963042551,1.3808034346381002,0.024283785396688524,0.07,13.706627023503287,9.949903005754498,21.991447631331887,18.234723613583103
7.686615355040133,4.322611743892315,0.8499257057179247,0.010734019167058196,0.017,11.962135397627035,9.125529345731039,17.061689631934588,14.225083580038586
3.764727038776745,5.459496070253133,1.6470215008142155,0.005507767335464491,0.07,22.17039569945038,16.625292428453292,32.052524704335674,26.507421433338585
5.593093622055377,3.4758443987063394,1.7719608934718116,0.0012597106403756195,0.035,17.927373962349744,13.629982525230055,28.559139323180617,24.261747886060927
9.376268426131453,7.890837854565543,2.7580905234354756,0.012272690254393818,0.017,7.587607899019793,4.4483288732520325,24.136151039632647,20.996872013864888
8.377526242163572,5.421667355642683,1.995529029925928,0.0025336980130327754,0.035,9.992325146181967,6.83266125586779,21.965499325737536,18.80583543542336
4.920719963383073,2.7426576483258813,1.0899520185553557,0.02046252535002689,0.017,22.283712945721934,17.95353725475656,28.82342505705407,24.493249366088694
4.573768458518327,9.485048645381767,2.4007837809728025,0.003874893135279991,0.07,14.323424290091252,9.870148222688393,28.728126975928067,24.274850908525206
1.6971000240424234,6.099805094263452,2.943901748349777,0.014902537926545011,0.017,46.911098633565764,35.17206444862708,64.57450912366443,52.835474938725746
4.766426333916657,2.929229456316884,3.076853870304906,0.026485850879515906,0.035,22.452240005223516,16.735388779580234,40.913363227052955,35.19651200140968
1.6385986207132852,3.5500505443210697,1.1084954176804178,0.008803173362152078,0.07,60.69117720191713,48.36576866443872,67.34214970799964,55.01674117052122
9.175521839096085,2.423610700817907,0.8759640760725826,0.008647817800121553,0.07,12.494914712645855,10.039262460985315,17.75069916908135,15.295046917420809
4.900605076229529,4.285823385992741,1.9751384227699322,0.024369348569341587,0.035,18.827828221925778,14.045005074023603,30.67865875854537,25.895835610643196
8.141545052038932,2.888777194430949,2.3970402699383575,0.022599373568481053,0.017,13.212740207942506,9.45040075040632,27.594981827572653,23.832642370036467
6.175690811946722,4.718637104881411,2.61548156198483,0.02606655842869418,0.07,14.363968471968262,10.023758116448493,30.056857843877243,25.716647488357474
7.81268117143933,7.53061017137934,2.4606532009992153,0.005804760354393842,0.035,9.296427940572737,5.960739500953618,24.060347146568027,20.724658706948908
3.990530572420667,3.6240832420192897,1.9442397513019796,0.0009713083018079423,0.035,24.72081546430125,19.015478242776833,36.386253972113124,30.68091675058871
3.695043912860806,7.196581552409856,3.0748846597545914,0.008819211979364293,0.07,20.052580603957413,14.081893361390113,38.50188856248496,32.531201319917656
7.376547287843661,2.895008619152602,2.8787087811538603,0.01966496359775102,0.017,14.571320627952883,10.255102374880167,31.843573314876043,27.527355061803327
1.4200808418507933,7.369430786088414,0.9629588581271821,0.023158560141279587,0.017,51.63512436332902,38.89346756078441,57.41287751209211,44.671220709547505
5.014927652237988,8.075455148631796,2.563914203848319,0.013946377786985674,0.035,14.041301908632919,9.611152044647753,29.424787131722834,24.99463726773767
6.720718600476282,3.2856548837256714,0.8212250002127433,0.015009488657974041,0.035,15.246913893579459,12.024303896513556,20.174263894855915,16.951653897790017
5.59171942121948,4.308850477477085,1.2712811708594773,0.006245584942981371,0.017,16.464958430712265,12.514667417158169,24.09264545586913,20.142354442315032
8.746975974030772,8.405029914084064,3.089471537177449,0.013617828446682427,0.017,7.908028624623458,4.518136196029372,26.44485784768815,23.054965419094064
3.273169696508409,8.15594900338563,2.3552143235018077,0.002897608625057893,0.035,21.41835204346838,15.4225975031912,35.549637984479226,29.553883444202047
3.3139655199439133,2.33778432036173,1.6624798847753364,0.01972608333454082,0.07,35.037179353595675,28.776966977212037,45.012058662247696,38.75184628586406
3.3420111017623055,7.554305274124796,1.0439964686685959,0.02797098358918984,0.07,21.70231167756925,16.193857724122864,27.966290489580825,22.45783653613444
4.539655175405845,8.630523834404842,2.198850079396533,0.0038001363167010655,0.07,15.05769291208681,10.565464945377983,28.25079338846601,23.75856542175718
1.0659347651852227,3.6414962050541533,1.7713976275331378,0.007114456100014987,0.07,92.37333643362791,73.4021701124051,103.00172219882674,84.03055587760393
1.5192927509799175,8.395128453833907,1.5306927014333458,0.006517809798685878,0.07,45.55262725539358,33.977525370412415,54.73678346399365,43.161681579012495
9.911054979726458,2.8342055342691372,2.522392896423082,0.01198112983862665,0.035,10.930717662058758,7.442078590079786,26.06507504059725,22.57643596861828
3.8698020837082017,9.669724326846229,1.5534754414922338,0.0027422466850185595,0.035,16.78189128667862,12.13393441163765,26.10274393563202,21.454787060591052
2.4322705648394116,2.35474197108711,2.06746295792314,0.003191906430315905,0.035,47.61730497770534,39.19195985848831,60.022082725244175,51.59673760602715
2.004474821343644,8.312339619539104,0.9568753814685332,0.0041485743223119665,0.035,34.67977318524982,25.916891617841184,40.42102547406102,31.658143906652384
7.768524501590348,7.455353633639123,2.8747115272679427,0.0015958587564320176,0.07,9.390783517511345,5.806237483280505,26.639052681118997,23.05450664688816
4.718707116522324,7.718224894927503,1.9063476886520523,0.02355811217069207,0.017,15.225417165298941,10.877967981353018,26.663503297211253,22.316054113265334
4.30191860313325,7.070453172994913,1.1371227838791729,0.025648556599393114,0.07,17.35781706857257,12.895561242075877,24.180553771847606,19.718297945350916
2.8122598543084063,2.220813082046277,1.4921106554210093,0.0017152627322283539,0.017,42.030837993765026,35.05098376968061,50.983501926291076,44.00364770220667
6.1154622056344525,4.705440035340592,2.5643471051270046,0.009809962027056474,0.07,14.522199470546898,10.182851940794855,29.908282101308927,25.568934571556884
3.5426938763066147,3.0021299594858384,2.9835986311625584,0.007697339401967234,0.07,29.931400401310775,23.004266457087184,47.83299218828613,40.905858244062536
9.530521489661883,8.719869384969218,1.0380091743095932,0.007177069946270824,0.07,7.139361574734784,5.010047007410075,13.367416620592342,11.238102053267633
9.157569205693825,9.146153347624614,1.4777772830756848,0.02178988433670733,0.035,7.272359449488333,4.8836887654568235,16.139023147942442,13.750352463910932
3.6950301622180346,7.921790295917644,3.0669317098591184,0.022956707019483942,0.07,19.22039300205753,13.392710538713423,37.62198326121224,31.79430079786813
